vid	yid	start	end	raw-text	tokenized-text	gloss	split	duration_sec	word_count
1U-rv8VSGpE-00:06:19.680-00:06:24.000	1U-rv8VSGpE	00:06:19.680	00:06:24.000	And blocking users violates the First Amendment.	and blocking users violates the first amendment		train	4.319999999999993	7
1U-rv8VSGpE-00:06:11.759-00:06:19.680	1U-rv8VSGpE	00:06:11.759	00:06:19.680	The judge said Trump's tweets are a part of a public forum where the public engages with the President.	the judge said trump 's tweets are a part of a public forum where the public engages with the president		train	7.920999999999992	20
1U-rv8VSGpE-00:06:04.800-00:06:11.759	1U-rv8VSGpE	00:06:04.800	00:06:11.759	A New York judge ruled that the President is in violation of the Constitution.	a new york judge ruled that the president is in violation of the constitution		train	6.959000000000003	14
1U-rv8VSGpE-00:05:48.720-00:05:56.720	1U-rv8VSGpE	00:05:48.720	00:05:56.720	A federal judge has ruled that President Trump cannot block users on Twitter.	a federal judge has ruled that president trump can not block users on twitter		train	8.0	14
1U-rv8VSGpE-00:05:31.439-00:05:36.319	1U-rv8VSGpE	00:05:31.439	00:05:36.319	That's when the agent allegedly fired, killing one person.	that 's when the agent allegedly fired killing one person		train	4.879999999999996	10
1U-rv8VSGpE-00:01:29.019-00:01:31.680	1U-rv8VSGpE	00:01:29.019	00:01:31.680	Take a look.	take a look		train	2.6610000000000014	3
1U-rv8VSGpE-00:05:02.240-00:05:08.319	1U-rv8VSGpE	00:05:02.240	00:05:08.319	The video shows a border agent leading men away from an abandoned building site.	the video shows a border agent leading men away from an abandoned building site		train	6.079000000000008	14
1U-rv8VSGpE-00:04:32.959-00:04:39.439	1U-rv8VSGpE	00:04:32.959	00:04:39.439	It happened in Rio Bravo, south of San Antonio.	it happened in rio bravo south of san antonio		train	6.480000000000018	9
1U-rv8VSGpE-00:04:19.978-00:04:21.920	1U-rv8VSGpE	00:04:19.978	00:04:21.920	"That was never my intent."""	that was never my intent		train	1.9420000000000075	5
1U-rv8VSGpE-00:04:15.520-00:04:19.978	1U-rv8VSGpE	00:04:15.520	00:04:19.978	"""I apologize to anyone who felt uncomfortable or disrespected."	i apologize to anyone who felt uncomfortable or disrespected		train	4.457999999999998	9
1U-rv8VSGpE-00:04:00.280-00:04:04.159	1U-rv8VSGpE	00:04:00.280	00:04:04.159	His movie career spans nearly 50 years.	his movie career spans nearly 50 years		train	3.878999999999991	7
1U-rv8VSGpE-00:03:49.199-00:03:54.879	1U-rv8VSGpE	00:03:49.199	00:03:54.879	Others say they witnessed Freeman's alleged conduct.	others say they witnessed freeman 's alleged conduct		train	5.679999999999978	8
1U-rv8VSGpE-00:03:41.740-00:03:49.199	1U-rv8VSGpE	00:03:41.740	00:03:49.199	The allegations are from people who say they were either harassed by the actor or endured improper behavior from Freeman.	the allegations are from people who say they were either harassed by the actor or endured improper behavior from freeman		train	7.459000000000003	20
1U-rv8VSGpE-00:04:39.439-00:04:42.160	1U-rv8VSGpE	00:04:39.439	00:04:42.160	A witness shot this video.	a witness shot this video		train	2.720999999999947	5
1U-rv8VSGpE-00:01:05.980-00:01:11.519	1U-rv8VSGpE	00:01:05.980	00:01:11.519	The meeting would have been the first face-to-face meeting between the U.S. and North Korea.	the meeting would have been the first face to face meeting between the u.s. and north korea		train	5.5390000000000015	17
1U-rv8VSGpE-00:01:02.079-00:01:05.980	1U-rv8VSGpE	00:01:02.079	00:01:05.980	Until then, sanctions against North Korea will remain in effect.	until then sanctions against north korea will remain in effect		train	3.9010000000000034	10
1U-rv8VSGpE-00:00:56.679-00:01:02.079	1U-rv8VSGpE	00:00:56.679	00:01:02.079	He also said when Kim Jong Un is ready to have constructive dialogue, he will be waiting.	he also said when kim jong un is ready to have constructive dialogue he will be waiting		train	5.399999999999999	17
NzRdWmeKJGQ-00:06:50.240-00:06:56.480	NzRdWmeKJGQ	00:06:50.240	00:06:56.480	The baby is believed to be the youngest person to have died from the virus in the United States.	the baby is believed to be the youngest person to have died from the virus in the united states		train	6.240000000000009	19
NzRdWmeKJGQ-00:06:17.279-00:06:22.399	NzRdWmeKJGQ	00:06:17.279	00:06:22.399	For the past three weeks coronavirus has been dominating the headlines.	for the past three weeks coronavirus has been dominating the headlines		train	5.1200000000000045	11
NzRdWmeKJGQ-00:06:07.439-00:06:14.720	NzRdWmeKJGQ	00:06:07.439	00:06:14.720	Which also may mean they are the most open to changing their minds about the President, which seems to be what is occurring right now.	which also may mean they are the most open to changing their minds about the president which seems to be what is occurring right now		train	7.281000000000006	25
NzRdWmeKJGQ-00:06:00.160-00:06:07.279	NzRdWmeKJGQ	00:06:00.160	00:06:07.279	Nonvoters are less likely to be ideological as well.	nonvoters are less likely to be ideological as well		train	7.118999999999971	9
NzRdWmeKJGQ-00:05:28.959-00:05:36.639	NzRdWmeKJGQ	00:05:28.959	00:05:36.639	Trump scores a very similar 49% approval rating with registered voters.	trump scores a very similar 49% approval rating with registered voters		train	7.680000000000007	11
NzRdWmeKJGQ-00:07:05.199-00:07:12.160	NzRdWmeKJGQ	00:07:05.199	00:07:12.160	It uses the same technology as rapid flu tests.	it uses the same technology as rapid flu tests		train	6.961000000000013	9
NzRdWmeKJGQ-00:04:44.660-00:04:52.480	NzRdWmeKJGQ	00:04:44.660	00:04:52.480	It is the largest in the world behind Japan.	it is the largest in the world behind japan		train	7.82000000000005	9
NzRdWmeKJGQ-00:04:27.040-00:04:34.399	NzRdWmeKJGQ	00:04:27.040	00:04:34.399	By Saturday evening authorities reported another 889 had died.	by saturday evening authorities reported another 889 had died		train	7.3589999999999804	9
NzRdWmeKJGQ-00:04:19.120-00:04:26.800	NzRdWmeKJGQ	00:04:19.120	00:04:26.800	On Friday evening the 24 hour death toll was 969.	on friday evening the 24 hour death toll was 969		train	7.680000000000007	10
NzRdWmeKJGQ-00:04:13.759-00:04:19.120	NzRdWmeKJGQ	00:04:13.759	00:04:19.120	But the damage coronavirus is wrecking on the country is astounding.	but the damage coronavirus is wrecking on the country is astounding		train	5.36099999999999	11
NzRdWmeKJGQ-00:04:08.879-00:04:13.759	NzRdWmeKJGQ	00:04:08.879	00:04:13.759	Italy has been under lockdown for almost 3 weeks.	italy has been under lockdown for almost 3 weeks		train	4.880000000000024	9
1U-rv8VSGpE-00:06:24.560-00:06:29.600	1U-rv8VSGpE	00:06:24.560	00:06:29.600	The White House has not commented on the ruling.	the white house has not commented on the ruling		train	5.0400000000000205	9
1U-rv8VSGpE-00:00:40.799-00:00:48.780	1U-rv8VSGpE	00:00:40.799	00:00:48.780	The White House canceled after hostile comments made by North Korea.	the white house canceled after hostile comments made by north korea		train	7.981000000000002	11
1U-rv8VSGpE-00:00:39.200-00:00:40.799	1U-rv8VSGpE	00:00:39.200	00:00:40.799	It was scheduled in Singapore on June 12.	it was scheduled in singapore on june 12		train	1.5989999999999966	8
1U-rv8VSGpE-00:00:31.780-00:00:39.200	1U-rv8VSGpE	00:00:31.780	00:00:39.200	The White House released a letter President Trump sent to Kim Jong Un calling off the summit.	the white house released a letter president trump sent to kim jong un calling off the summit		train	7.420000000000002	17
1U-rv8VSGpE-00:00:12.240-00:00:16.120	1U-rv8VSGpE	00:00:12.240	00:00:16.120	Here are your top stories for the day.	here are your top stories for the day		train	3.880000000000001	8
1U-rv8VSGpE-00:00:10.820-00:00:12.240	1U-rv8VSGpE	00:00:10.820	00:00:12.240	I'm Crystal Cousineau.	i 'm crystal cousineau		train	1.42	4
1U-rv8VSGpE-00:00:08.800-00:00:10.820	1U-rv8VSGpE	00:00:08.800	00:00:10.820	Welcome to Sign1News.	welcome to sign1news		train	2.02	3
NzRdWmeKJGQ-00:09:50.789-00:09:52.677	NzRdWmeKJGQ	00:09:50.789	00:09:52.677	Your language.	your language		train	1.8880000000000337	2
NzRdWmeKJGQ-00:09:35.960-00:09:38.399	NzRdWmeKJGQ	00:09:35.960	00:09:38.399	Thank you for watching Sign1News live.	thank you for watching sign1news live		train	2.4389999999999645	6
NzRdWmeKJGQ-00:09:31.360-00:09:34.720	NzRdWmeKJGQ	00:09:31.360	00:09:34.720	And those are your top stories for today.	and those are your top stories for today		train	3.3600000000000136	8
NzRdWmeKJGQ-00:08:35.519-00:08:37.600	NzRdWmeKJGQ	00:08:35.519	00:08:37.600	Enjoy!	enjoy		train	2.0810000000000173	1
NzRdWmeKJGQ-00:08:31.040-00:08:35.519	NzRdWmeKJGQ	00:08:31.040	00:08:35.519	No more explanation needed.	no more explanation needed		train	4.478999999999985	4
NzRdWmeKJGQ-00:08:09.920-00:08:17.199	NzRdWmeKJGQ	00:08:09.920	00:08:17.199	And finally another story that will hopefully lift your spirits during these tough times.	and finally another story that will hopefully lift your spirits during these tough times		train	7.278999999999996	14
1U-rv8VSGpE-00:06:44.720-00:06:50.879	1U-rv8VSGpE	00:06:44.720	00:06:50.879	Johnson broke the color barrier in boxing in 1908, as the first African-American heavyweight boxing champion.	johnson broke the color barrier in boxing in 1908 as the first african-american heavyweight boxing champion		train	6.158999999999992	16
0vLMr2lZ0sg-00:11:10.879-00:11:16.159	0vLMr2lZ0sg	00:11:10.879	00:11:16.159	The Justice Department has launched a hate crime investigation.	the justice department has launched a hate crime investigation		train	5.279999999999973	9
0vLMr2lZ0sg-00:10:50.240-00:10:55.759	0vLMr2lZ0sg	00:10:50.240	00:10:55.759	Bryan is facing felony murder charges.	bryan is facing felony murder charges		train	5.5190000000000055	6
0vLMr2lZ0sg-00:08:44.279-00:08:50.679	0vLMr2lZ0sg	00:08:44.279	00:08:50.679	And she told CNN she is struggling with whether to support Trump in November.	and she told cnn she is struggling with whether to support trump in november		train	6.399999999999977	14
0vLMr2lZ0sg-00:10:06.279-00:10:13.000	0vLMr2lZ0sg	00:10:06.279	00:10:13.000	Arbery's mother called the revelations heartbreaking.	arbery 's mother called the revelations heartbreaking		train	6.721000000000004	7
0vLMr2lZ0sg-00:12:20.960-00:12:25.200	0vLMr2lZ0sg	00:12:20.960	00:12:25.200	Washington DC is the other.	washington dc is the other		train	4.240000000000009	5
0vLMr2lZ0sg-00:15:19.279-00:15:25.159	0vLMr2lZ0sg	00:15:19.279	00:15:25.159	Many have questions, some are scared and others want to get involved.	many have questions some are scared and others want to get involved		train	5.879999999999996	12
0vLMr2lZ0sg-00:15:00.720-00:15:04.340	0vLMr2lZ0sg	00:15:00.720	00:15:04.340	Everything is just temporary.	everything is just temporary		train	3.620000000000005	4
0vLMr2lZ0sg-00:14:58.700-00:15:00.679	0vLMr2lZ0sg	00:14:58.700	00:15:00.679	Everything will be okay.	everything will be okay		train	1.978999999999928	4
0vLMr2lZ0sg-00:14:25.179-00:14:31.519	0vLMr2lZ0sg	00:14:25.179	00:14:31.519	You all know I am a filmmaker and a big film buff.	you all know i am a filmmaker and a big film buff		train	6.340000000000032	12
0vLMr2lZ0sg-00:13:56.840-00:14:02.940	0vLMr2lZ0sg	00:13:56.840	00:14:02.940	Right now the company says it is basically not making any money.	right now the company says it is basically not making any money		train	6.100000000000023	12
0vLMr2lZ0sg-00:13:28.960-00:13:35.679	0vLMr2lZ0sg	00:13:28.960	00:13:35.679	"AMC theaters announced it has ""substantial doubt"" it can remain in business in its current state."	amc theaters announced it has substantial doubt it can remain in business in its current state		train	6.718999999999937	16
0vLMr2lZ0sg-00:14:31.519-00:14:37.860	0vLMr2lZ0sg	00:14:31.519	00:14:37.860	It broke my heart that the film industry slowed down.	it broke my heart that the film industry slowed down		train	6.341000000000008	10
0vLMr2lZ0sg-00:16:37.840-00:16:41.059	0vLMr2lZ0sg	00:16:37.840	00:16:41.059	And those are the top stories today.	and those are the top stories today		train	3.218999999999937	7
0vLMr2lZ0sg-00:01:19.480-00:01:27.480	0vLMr2lZ0sg	00:01:19.480	00:01:27.480	Lawyers for all three argued for a smaller amount.	lawyers for all three argued for a smaller amount		train	8.0	9
0vLMr2lZ0sg-00:01:14.739-00:01:19.480	0vLMr2lZ0sg	00:01:14.739	00:01:19.480	Each face bail of $1 million each.	each face bail of $1 million each		train	4.741	7
0vLMr2lZ0sg-00:00:55.179-00:01:02.079	0vLMr2lZ0sg	00:00:55.179	00:01:02.079	Each stood behind a plexiglas window with a hole to speak through.	each stood behind a plexiglas window with a hole to speak through		train	6.899999999999999	12
0vLMr2lZ0sg-00:00:11.859-00:00:18.739	0vLMr2lZ0sg	00:00:11.859	00:00:18.739	Here are your top stories for today.	here are your top stories for today		train	6.880000000000001	7
0vLMr2lZ0sg-00:00:09.619-00:00:11.859	0vLMr2lZ0sg	00:00:09.619	00:00:11.859	I'm Martha Anger.	i 'm martha anger		train	2.24	4
0vLMr2lZ0sg-00:00:03.839-00:00:05.519	0vLMr2lZ0sg	00:00:03.839	00:00:05.519	Hello everyone.	hello everyone		train	1.6800000000000002	2
1U-rv8VSGpE-00:07:44.959-00:07:47.420	1U-rv8VSGpE	00:07:44.959	00:07:47.420	Your life.	your life		train	2.4610000000000127	2
1U-rv8VSGpE-00:07:42.779-00:07:44.959	1U-rv8VSGpE	00:07:42.779	00:07:44.959	Sign1News.	sign1news		train	2.180000000000007	1
1U-rv8VSGpE-00:07:37.600-00:07:42.779	1U-rv8VSGpE	00:07:37.600	00:07:42.779	Remember to like us on Facebook and follow us on Twitter.	remember to like us on facebook and follow us on twitter		train	5.178999999999974	11
1U-rv8VSGpE-00:07:35.279-00:07:37.600	1U-rv8VSGpE	00:07:35.279	00:07:37.600	Thank you for watching Sign1News.	thank you for watching sign1news		train	2.3210000000000264	5
1U-rv8VSGpE-00:07:33.500-00:07:35.279	1U-rv8VSGpE	00:07:33.500	00:07:35.279	I am Crystal Cousineau.	i am crystal cousineau		train	1.7789999999999964	4
1U-rv8VSGpE-00:07:30.879-00:07:33.500	1U-rv8VSGpE	00:07:30.879	00:07:33.500	And those are your top stories for today.	and those are your top stories for today		train	2.620999999999981	8
1U-rv8VSGpE-00:07:07.439-00:07:12.720	1U-rv8VSGpE	00:07:07.439	00:07:12.720	That conviction destroyed his boxing career.	that conviction destroyed his boxing career		train	5.281000000000006	6
0vLMr2lZ0sg-00:00:05.519-00:00:09.619	0vLMr2lZ0sg	00:00:05.519	00:00:09.619	Welcome to Sign1News live.	welcome to sign1news live		train	4.1	4
0vLMr2lZ0sg-00:06:01.240-00:06:06.639	0vLMr2lZ0sg	00:06:01.240	00:06:06.639	However a lot of the details have been redacted.	however a lot of the details have been redacted		train	5.399000000000001	9
0vLMr2lZ0sg-00:05:20.800-00:05:28.079	0vLMr2lZ0sg	00:05:20.800	00:05:28.079	The family said they had not done anything wrong.	the family said they had not done anything wrong		train	7.278999999999996	9
0vLMr2lZ0sg-00:04:43.000-00:04:49.439	0vLMr2lZ0sg	00:04:43.000	00:04:49.439	The case, in the wake of Floyd's death, is now getting added attention.	the case in the wake of floyd 's death is now getting added attention		train	6.439000000000021	14
0vLMr2lZ0sg-00:04:16.279-00:04:24.120	0vLMr2lZ0sg	00:04:16.279	00:04:24.120	A similar investigation is now underway in Tacoma, Washington.	a similar investigation is now underway in tacoma washington		train	7.841000000000008	9
0vLMr2lZ0sg-00:03:37.199-00:03:44.159	0vLMr2lZ0sg	00:03:37.199	00:03:44.159	The department has now launched an internal investigation.	the department has now launched an internal investigation		train	6.95999999999998	8
0vLMr2lZ0sg-00:03:08.159-00:03:15.280	0vLMr2lZ0sg	00:03:08.159	00:03:15.280	The incident happened just days before George Floyd's death.	the incident happened just days before george floyd's death		train	7.121000000000009	9
0vLMr2lZ0sg-00:03:00.520-00:03:08.159	0vLMr2lZ0sg	00:03:00.520	00:03:08.159	"The person recording the incident could be heard shouting ""You got your knee on the man's neck!"""	the person recording the incident could be heard shouting you got your knee on the man 's neck		train	7.638999999999982	18
0vLMr2lZ0sg-00:02:53.599-00:03:00.520	0vLMr2lZ0sg	00:02:53.599	00:03:00.520	One of the officers is seen kneeling on the back of the man's neck.	one of the officers is seen kneeling on the back of the man 's neck		train	6.921000000000021	15
vyut2AMpdtk-00:02:23.340-00:02:29.759	vyut2AMpdtk	00:02:23.340	00:02:29.759	The average federal employee earns about $500 per week.	the average federal employee earns about $500 per week		train	6.419000000000011	9
vyut2AMpdtk-00:01:25.989-00:01:33.719	vyut2AMpdtk	00:01:25.989	00:01:33.719	"Hunt runs a website called ""Have I been pwned."""	hunt runs a website called have i been pwned		train	7.72999999999999	9
vyut2AMpdtk-00:00:30.640-00:00:33.439	vyut2AMpdtk	00:00:30.640	00:00:33.439	Here are your top stories for today.	here are your top stories for today		train	2.7989999999999995	7
vyut2AMpdtk-00:00:28.780-00:00:30.640	vyut2AMpdtk	00:00:28.780	00:00:30.640	I'm Crystal Cousineau.	i 'm crystal cousineau		train	1.8599999999999997	4
vyut2AMpdtk-00:00:26.320-00:00:28.780	vyut2AMpdtk	00:00:26.320	00:00:28.780	Welcome to Sign1News.	welcome to sign1news		train	2.460000000000001	3
vyut2AMpdtk-00:00:24.920-00:00:26.320	vyut2AMpdtk	00:00:24.920	00:00:26.320	Hello everyone.	hello everyone		train	1.3999999999999986	2
btdPgAr_4ow-00:10:49.419-00:10:52.480	btdPgAr_4ow	00:10:49.419	00:10:52.480	Your language.	your language		train	3.0610000000000355	2
btdPgAr_4ow-00:10:47.379-00:10:49.419	btdPgAr_4ow	00:10:47.379	00:10:49.419	Your life.	your life		train	2.039999999999964	2
vyut2AMpdtk-00:03:16.729-00:03:22.370	vyut2AMpdtk	00:03:16.729	00:03:22.370	Seven lost their lives in under two weeks.	seven lost their lives in under two weeks		train	5.64100000000002	8
vyut2AMpdtk-00:07:42.860-00:07:49.680	vyut2AMpdtk	00:07:42.860	00:07:49.680	The butcher says Fletcher is so cute and persistent it's hard to say no to him.	the butcher says fletcher is so cute and persistent it 's hard to say no to him		train	6.819999999999993	17
